rank,final_score,semantic_score,title_score,career_score,assessment_score,skill_trust_score,behavioral_multiplier,ranker_reasoning,candidate_id,name,headline,summary,location,country,years_of_experience,current_title,current_company,current_company_size,current_industry,career_titles,career_companies,career_duration_months,career_industries,total_career_roles,career_descriptions,education_degrees,education_fields,education_institutions,education_tiers,top_skills,ai_skills,ai_skill_count,total_skill_count,certifications,assessment_scores,assessment_count,profile_completeness_score,open_to_work,github_activity_score,recruiter_response_rate,notice_period_days,preferred_work_mode,willing_to_relocate,expected_salary_lpa,interview_completion_rate,offer_acceptance_rate,connection_count,endorsements_received,verified_email,verified_phone,linkedin_connected,last_active_date,signup_date,profile_views_30d,saved_by_recruiters_30d,search_appearance_30d,avg_response_time_hours
76,0.794691,80.5838,35.0000,25.0000,0.0000,8.8764,1.1341,Search Engineer | 7.8 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.70 | mult=1.134,CAND_0083307,Neha Patel,"Search Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Vizag, Andhra Pradesh",India,7.8,Search Engineer,CRED,1001-5000,Fintech,Search Engineer | Machine Learning Engineer | Machine Learning Engineer | NLP Engineer,CRED | Netflix | Ola | Saarthi.ai,20 | 51 | 14 | 7,Fintech | Voice AI | Transportation | Media,4,"Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) a | Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of cli | Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-n | Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of cli",B.Sc | Ph.D,Machine Learning | Computer Engineering,COEP Pune | VIT Chennai,tier_2 | tier_3,"Weaviate (expert, 58 endorse, 64mo) | Python (expert, 55 endorse, 88mo) | PEFT (expert, 35 endorse, 92mo) | Vector Search (expert, 33 endorse, 81mo) | Pinecone (expert, 14 endorse, 76mo) | QLoRA (expert, 11 endorse, 36mo) | pgvector (expert, 7 endorse, 60mo) | Embeddings (expert, 5 endorse, 83mo) | Deep Learning (expert, 2 endorse, 74mo) | scikit-learn (advanced, 53 endorse, 19mo) | OpenCV (advanced, 24 endorse, 57mo) | Semantic Search (advanced, 20 endorse, 57mo) | Learning to Rank (advanced, 19 endorse, 37mo) | MLflow (advanced, 16 endorse, 19mo) | Data Science (intermediate, 9 endorse, 16mo)",OpenCV | scikit-learn | Image Classification | Weights & Biases | QLoRA | PEFT | Pinecone | Weaviate | MLflow | Deep Learning | Data Science,11,18,,,0,53.0,True,69.2,0.7,120,flexible,False,23.8–38.7 LPA,0.83,0.51,427,145,True,True,True,2026-03-21,2024-09-16,95,28,233,25.7
77,0.793161,88.1988,35.0000,23.1481,11.2500,8.9233,1.0342,Search Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=11.2 | resp_rate=0.47 | mult=1.034,CAND_0024466,Om Mukherjee,Search Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 5.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.",Toronto,Canada,5.2,Search Engineer,PharmEasy,5001-10000,HealthTech,Search Engineer | Recommendation Systems Engineer,PharmEasy | Mad Street Den,43 | 19,AI/ML | HealthTech,2,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of cli | Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The system uses item-item similarity (via sentence-transformer embeddings) fo",M.Sc | Ph.D,Computer Engineering | Information Technology,IISc Bangalore | Anna University,tier_1 | tier_2,"Sentence Transformers (expert, 58 endorse, 60mo) | Pinecone (expert, 35 endorse, 52mo) | LoRA (expert, 28 endorse, 92mo) | BM25 (expert, 6 endorse, 41mo) | NLP (advanced, 53 endorse, 26mo) | PyTorch (advanced, 35 endorse, 21mo) | Fine-tuning LLMs (advanced, 32 endorse, 35mo) | Weights & Biases (advanced, 29 endorse, 48mo) | Computer Vision (advanced, 26 endorse, 48mo) | PEFT (advanced, 20 endorse, 59mo) | LLMs (advanced, 14 endorse, 54mo) | Forecasting (advanced, 12 endorse, 23mo) | pgvector (advanced, 10 endorse, 53mo) | Recommendation Systems (advanced, 8 endorse, 50mo) | Reinforcement Learning (advanced, 0 endorse, 49mo)",Recommendation Systems | Image Classification | Computer Vision | Fine-tuning LLMs | LoRA | NLP | Weights & Biases | Sentence Transformers | Pinecone | PEFT | PyTorch,11,18,"LangChain for LLM Application Development (DeepLearning.AI, 2021) | NLP Specialization (Coursera/DeepLearning.AI, 2020)",BM25: 74.7 | Computer Vision: 65.9 | Recommendation Systems: 75.0 | Reinforcement Learning: 89.4 | pgvector: 79.2,5,72.8,True,-1,0.47,120,hybrid,True,27.1–38.8 LPA,0.56,0.61,121,31,True,True,False,2026-05-22,2025-08-05,29,5,78,13.4
78,0.792649,79.2649,35.0000,24.0741,0.0000,9.2408,1.1500,Recommendation Systems Engineer | 5.5 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.150,CAND_0077285,Priya Chowdary,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 5.5 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Ahmedabad, Gujarat",India,5.5,Recommendation Systems Engineer,Nykaa,1001-5000,E-commerce,Recommendation Systems Engineer | Applied ML Engineer | AI Engineer,Nykaa | Netflix | upGrad,42 | 15 | 8,E-commerce | EdTech | Media,3,"Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item enga | Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now use | Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) a",B.Sc | Ph.D,Computer Science | Computer Science,PES University | PES University,tier_2 | tier_2,"Information Retrieval (expert, 59 endorse, 58mo) | Sentence Transformers (expert, 55 endorse, 66mo) | Fine-tuning LLMs (expert, 46 endorse, 87mo) | Embeddings (expert, 44 endorse, 46mo) | LoRA (expert, 34 endorse, 79mo) | LlamaIndex (expert, 17 endorse, 55mo) | BentoML (advanced, 51 endorse, 30mo) | FAISS (advanced, 44 endorse, 20mo) | Milvus (advanced, 43 endorse, 57mo) | Pinecone (advanced, 32 endorse, 51mo) | CNN (advanced, 16 endorse, 51mo) | NLP (advanced, 0 endorse, 18mo) | OpenCV (intermediate, 13 endorse, 30mo) | Excel (intermediate, 6 endorse, 18mo) | Reinforcement Learning (intermediate, 2 endorse, 19mo)",OpenCV | LoRA | Pinecone | Sentence Transformers | Fine-tuning LLMs | Milvus | NLP | LlamaIndex | BentoML | FAISS,10,15,"LangChain for LLM Application Development (DeepLearning.AI, 2021) | NLP Specialization (Coursera/DeepLearning.AI, 2018)",,0,71.2,True,75.6,0.56,60,flexible,False,39.2–40.6 LPA,0.67,-1,1224,93,True,False,True,2026-05-03,2024-07-07,89,65,494,15.9
79,0.791318,79.1318,35.0000,24.0741,0.0000,8.7077,1.1500,Recommendation Systems Engineer | 7.9 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.62 | mult=1.150,CAND_0007009,Anika Pillai,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Noida, Uttar Pradesh",India,7.9,Recommendation Systems Engineer,Wysa,51-200,HealthTech AI,Recommendation Systems Engineer | Recommendation Systems Engineer | Recommendation Systems Engineer,Wysa | PolicyBazaar | Netflix,14 | 48 | 32,HealthTech AI | Insurance Tech | Media,3,"Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) a | Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) a | Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-n",M.Tech | M.Sc,Data Science | Computer Science,Symbiosis International | Anna University,tier_3 | tier_2,"QLoRA (expert, 58 endorse, 58mo) | Learning to Rank (expert, 56 endorse, 75mo) | BM25 (expert, 45 endorse, 71mo) | Python (expert, 38 endorse, 95mo) | Embeddings (expert, 28 endorse, 44mo) | OpenSearch (expert, 23 endorse, 96mo) | PEFT (expert, 21 endorse, 69mo) | LoRA (expert, 17 endorse, 42mo) | Weaviate (expert, 6 endorse, 40mo) | Haystack (expert, 3 endorse, 69mo) | Statistical Modeling (advanced, 54 endorse, 37mo) | LLMs (advanced, 46 endorse, 43mo) | Data Science (advanced, 34 endorse, 35mo) | Forecasting (advanced, 18 endorse, 21mo) | Weights & Biases (advanced, 18 endorse, 31mo)",Statistical Modeling | Weaviate | PEFT | LoRA | Sentence Transformers | Weights & Biases | Data Science | QLoRA | OpenSearch,9,18,"AWS Certified Machine Learning Specialty (AWS, 2022) | LangChain for LLM Application Development (DeepLearning.AI, 2025)",Statistical Modeling: 51.2,1,82.8,True,69.2,0.62,30,remote,False,24.7–49.6 LPA,0.87,0.49,251,120,True,True,False,2026-03-19,2024-03-18,85,5,615,41.8
80,0.791122,79.1122,35.0000,24.0741,0.0000,8.9772,1.1500,Recommendation Systems Engineer | 5.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.60 | mult=1.150,CAND_0053695,Sanjay Sharma,Recommendation Systems Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 5.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Bhubaneswar, Odisha",India,5.8,Recommendation Systems Engineer,Meesho,1001-5000,E-commerce,Recommendation Systems Engineer | Machine Learning Engineer | Applied ML Engineer,Meesho | Genpact AI | Niramai,20 | 34 | 14,HealthTech AI | E-commerce | AI Services,3,"Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item enga | Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of cli | Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-n",M.E. | B.E.,Machine Learning | Computer Science,RV College of Engineering | IIT Delhi,tier_2 | tier_1,"LangChain (expert, 54 endorse, 61mo) | Recommendation Systems (expert, 50 endorse, 46mo) | Embeddings (expert, 45 endorse, 77mo) | Pinecone (expert, 33 endorse, 90mo) | TensorFlow (expert, 29 endorse, 49mo) | pgvector (expert, 19 endorse, 90mo) | MLOps (advanced, 53 endorse, 54mo) | Sentence Transformers (advanced, 42 endorse, 23mo) | Weights & Biases (advanced, 17 endorse, 25mo) | CNN (intermediate, 10 endorse, 13mo) | Object Detection (intermediate, 8 endorse, 8mo) | ASR (intermediate, 6 endorse, 24mo) | GCP (intermediate, 4 endorse, 18mo) | SEO (beginner, 10 endorse, 9mo) | Apache Flink (beginner, 0 endorse, 11mo)",Pinecone | Weights & Biases | LangChain | Object Detection | Recommendation Systems | TensorFlow | Sentence Transformers,7,15,,,0,51.3,True,67.6,0.6,15,onsite,False,41.0–41.7 LPA,0.55,-1,170,96,True,True,True,2026-04-02,2025-03-25,274,34,742,71.8
81,0.790818,81.0510,35.0000,22.7721,9.4650,8.9666,1.1221,Machine Learning Engineer | 7.1 yrs exp | 3 AI role(s) in career | assess=9.5 | resp_rate=0.47 | mult=1.122,CAND_0083879,Mira Reddy,"Machine Learning Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Noida, Uttar Pradesh",India,7.1,Machine Learning Engineer,Ola,5001-10000,Transportation,Machine Learning Engineer | Search Engineer | Senior Data Scientist,Ola | PhonePe | Swiggy,19 | 46 | 19,Fintech | Transportation | Food Delivery,3,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now use | Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item enga | Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item enga",B.Sc,Information Technology,NIT Surathkal,tier_1,"Hugging Face Transformers (expert, 51 endorse, 38mo) | Prompt Engineering (expert, 48 endorse, 50mo) | Fine-tuning LLMs (expert, 41 endorse, 90mo) | scikit-learn (expert, 19 endorse, 39mo) | Sentence Transformers (expert, 7 endorse, 51mo) | Machine Learning (expert, 6 endorse, 47mo) | Milvus (advanced, 32 endorse, 47mo) | Data Science (advanced, 11 endorse, 49mo) | Image Classification (intermediate, 14 endorse, 25mo) | MLOps (intermediate, 3 endorse, 13mo)",Fine-tuning LLMs | Milvus | Image Classification | Data Science | scikit-learn | Hugging Face Transformers | Prompt Engineering | Machine Learning | Sentence Transformers,9,10,"AWS Certified Machine Learning Specialty (AWS, 2021)",Fine-tuning LLMs: 63.1,1,59.6,True,-1,0.47,30,hybrid,False,44.7–62.0 LPA,0.83,0.85,1486,140,True,True,True,2026-04-17,2025-06-08,274,64,574,24.4
82,0.790505,79.0505,35.0000,23.1481,11.5200,7.0305,1.1500,Junior ML Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=11.5 | resp_rate=0.83 | mult=1.150,CAND_0024990,Aarav Mehta,Junior ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Trivandrum, Kerala",India,5.2,Junior ML Engineer,Zoho,10001+,SaaS,Junior ML Engineer | ML Engineer,Zoho | Genpact AI,46 | 15,SaaS | AI Services,2,"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient- | Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transform",M.Tech,Artificial Intelligence,Symbiosis International,tier_3,"Computer Vision (advanced, 49 endorse, 41mo) | LLMs (advanced, 45 endorse, 48mo) | Elasticsearch (advanced, 19 endorse, 39mo) | MLflow (advanced, 12 endorse, 36mo) | Haystack (advanced, 11 endorse, 54mo) | Statistical Modeling (advanced, 11 endorse, 37mo) | MLOps (advanced, 8 endorse, 29mo) | Image Classification (advanced, 3 endorse, 49mo) | OpenSearch (intermediate, 15 endorse, 26mo) | Kafka (intermediate, 14 endorse, 15mo) | GANs (intermediate, 13 endorse, 17mo) | Deep Learning (intermediate, 13 endorse, 9mo) | Azure (intermediate, 13 endorse, 23mo) | NLP (intermediate, 11 endorse, 11mo) | BM25 (intermediate, 10 endorse, 15mo)",Computer Vision | MLflow | OpenSearch | NLP | TTS | GANs | Milvus | YOLO | Deep Learning | Image Classification | Statistical Modeling,11,20,,Computer Vision: 51.1 | MLflow: 76.8,2,91.5,True,80.0,0.83,60,onsite,False,27.3–31.0 LPA,0.61,0.26,84,51,True,False,False,2026-05-23,2025-01-28,172,26,47,2.2
83,0.790407,79.0407,35.0000,24.0737,0.0000,8.3168,1.1500,Recommendation Systems Engineer | 15.2 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.73 | mult=1.150,CAND_0010770,Ved Mittal,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Kolkata, West Bengal",India,15.2,Recommendation Systems Engineer,Aganitha,51-200,AI/ML,Recommendation Systems Engineer | AI Engineer | Senior Data Scientist | Applied ML Engineer,Aganitha | Verloop.io | Observe.AI | Locobuzz,48 | 20 | 12 | 6,Conversational AI | AI/ML,4,"Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item enga | Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-n | Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of cli | Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-n",M.Tech,Data Science,IIT Delhi,tier_1,"pgvector (expert, 45 endorse, 43mo) | Qdrant (expert, 35 endorse, 53mo) | TensorFlow (expert, 10 endorse, 66mo) | Haystack (expert, 8 endorse, 76mo) | Learning to Rank (expert, 6 endorse, 54mo) | BM25 (advanced, 54 endorse, 24mo) | TTS (advanced, 50 endorse, 27mo) | LlamaIndex (advanced, 34 endorse, 53mo) | Computer Vision (advanced, 28 endorse, 27mo) | YOLO (advanced, 11 endorse, 34mo) | LLMs (advanced, 11 endorse, 52mo) | Statistical Modeling (advanced, 5 endorse, 27mo) | Deep Learning (advanced, 1 endorse, 45mo) | Diffusion Models (intermediate, 6 endorse, 27mo) | Vue.js (intermediate, 3 endorse, 26mo)",YOLO | Qdrant | LlamaIndex | Diffusion Models | Deep Learning | TensorFlow | Computer Vision | TTS | Statistical Modeling,9,18,,,0,72.1,True,-1,0.73,30,onsite,True,32.7–40.5 LPA,0.82,0.84,120,60,False,False,True,2026-05-05,2026-02-23,84,12,814,14.2
84,0.789639,83.8258,35.0000,24.0741,12.3150,6.3376,1.0833,AI Research Engineer | 4.6 yrs exp | 3 AI role(s) in career | assess=12.3 | resp_rate=0.46 | mult=1.083,CAND_0075138,Ishaan Iyer,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.",Berlin,Germany,4.6,AI Research Engineer,Infosys,10001+,IT Services,AI Research Engineer | AI Research Engineer | Junior ML Engineer,Infosys | InMobi | Mad Street Den,31 | 14 | 9,AdTech | AI/ML | IT Services,3,"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient- | Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient- | Contributed to ML feature engineering and model deployment for a fraud-detection product. My main role was engineering: building the Flask-based prediction API, integrating with the feature store, and",B.Tech | B.E.,Machine Learning | Artificial Intelligence,Carnegie Mellon University | Carnegie Mellon University,tier_1 | tier_1,"MLflow (advanced, 58 endorse, 27mo) | GANs (advanced, 55 endorse, 23mo) | Python (advanced, 18 endorse, 57mo) | CNN (advanced, 16 endorse, 30mo) | Embeddings (intermediate, 14 endorse, 36mo) | Computer Vision (intermediate, 9 endorse, 23mo) | Vector Search (intermediate, 8 endorse, 34mo) | BM25 (intermediate, 8 endorse, 32mo) | Kubeflow (intermediate, 6 endorse, 26mo) | Recommendation Systems (intermediate, 6 endorse, 35mo) | Diffusion Models (intermediate, 4 endorse, 23mo) | BentoML (intermediate, 3 endorse, 23mo) | Angular (beginner, 7 endorse, 2mo)",BentoML | MLflow | Diffusion Models | GANs | Computer Vision | Kubeflow | Recommendation Systems,7,13,,CNN: 49.2 | MLflow: 82.1,2,45.5,True,31.1,0.46,60,flexible,False,22.6–31.7 LPA,0.68,-1,414,79,False,False,False,2026-04-11,2024-02-12,113,38,543,38.0
85,0.789432,79.3077,35.0000,23.1481,6.6750,7.5468,1.1447,AI Research Engineer | 5.0 yrs exp | 2 AI role(s) in career | assess=6.7 | resp_rate=0.69 | mult=1.145,CAND_0023458,Ira Kumar,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.","Chandigarh, Chandigarh",India,5.0,AI Research Engineer,BYJU'S,10001+,EdTech,AI Research Engineer | AI Research Engineer,BYJU'S | Observe.AI,42 | 18,AI/ML | EdTech,2,"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient- | Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transform",M.Sc,Computer Engineering,Delhi College of Engineering,tier_2,"BM25 (advanced, 50 endorse, 56mo) | Speech Recognition (advanced, 48 endorse, 46mo) | Prompt Engineering (advanced, 41 endorse, 25mo) | Hugging Face Transformers (advanced, 28 endorse, 50mo) | RAG (advanced, 18 endorse, 33mo) | Statistical Modeling (advanced, 9 endorse, 44mo) | Diffusion Models (advanced, 5 endorse, 19mo) | Data Science (intermediate, 15 endorse, 16mo) | Forecasting (intermediate, 14 endorse, 22mo) | Java (intermediate, 11 endorse, 31mo) | Sales (intermediate, 11 endorse, 35mo) | Sentence Transformers (intermediate, 9 endorse, 19mo) | GANs (intermediate, 9 endorse, 13mo) | FAISS (intermediate, 8 endorse, 8mo) | BentoML (intermediate, 5 endorse, 35mo)",Prompt Engineering | FAISS | Data Science | Sentence Transformers | Diffusion Models | Speech Recognition | LoRA | GANs | BentoML | Hugging Face Transformers | Kubeflow | Statistical Modeling,12,18,,BM25: 58.5 | Diffusion Models: 63.9 | Prompt Engineering: 44.5 | RAG: 82.2 | Speech Recognition: 63.8,5,81.1,True,20.5,0.69,60,remote,False,19.7–41.0 LPA,0.68,0.39,274,105,True,True,False,2026-03-23,2025-11-23,205,45,629,8.9
86,0.789291,83.9221,35.0000,23.1481,11.3100,8.1873,1.0816,AI Research Engineer | 4.1 yrs exp | 2 AI role(s) in career | assess=11.3 | resp_rate=0.29 | mult=1.082,CAND_0080315,Anil Pillai,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.","Ahmedabad, Gujarat",India,4.1,AI Research Engineer,Sarvam AI,51-200,AI/ML,AI Research Engineer | ML Engineer,Sarvam AI | Aganitha,34 | 14,AI/ML,2,"Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transform | Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. Set up the training pipeline (data loading, aug",M.Sc,Artificial Intelligence,UC Berkeley,tier_1,"Diffusion Models (advanced, 59 endorse, 56mo) | LangChain (advanced, 45 endorse, 53mo) | Image Classification (advanced, 45 endorse, 24mo) | Prompt Engineering (advanced, 23 endorse, 50mo) | PEFT (advanced, 19 endorse, 55mo) | Elasticsearch (advanced, 10 endorse, 46mo) | Python (intermediate, 13 endorse, 29mo) | NLP (intermediate, 13 endorse, 36mo) | FAISS (intermediate, 11 endorse, 32mo) | FastAPI (intermediate, 9 endorse, 16mo) | Object Detection (intermediate, 6 endorse, 21mo) | Hugging Face Transformers (intermediate, 5 endorse, 9mo) | BentoML (intermediate, 4 endorse, 8mo) | Tally (intermediate, 1 endorse, 27mo)",LangChain | Object Detection | Prompt Engineering | Image Classification | BentoML | PEFT | FAISS | Diffusion Models | NLP | Hugging Face Transformers,10,14,,Image Classification: 66.4 | LangChain: 83.3 | PEFT: 78.4 | Prompt Engineering: 60.1,4,65.8,True,-1,0.29,30,flexible,False,26.6–54.2 LPA,0.87,0.81,1078,91,False,True,True,2026-04-28,2025-01-24,150,21,375,47.2
